experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
fsrcnn_8layer_2026-02-21T08:27:15.285643,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,4,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_4x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:16.103372,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,16,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_16x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:16.684454,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,32,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_32x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:17.457543,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,64,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_64x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:18.278339,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,128,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_128x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:19.099773,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,256,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_256x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:19.857164,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,4,512,120,False,False,"Arch: Eyeriss_Constrained_8L_tile120_512x4 -> Level: SARows_0: Failed to fit comp to arch because the level's constraint (S0: 4) does not divide comp dimension S0 (5) exactly. To compensate, consider setting 'Settings.PADDED_MAPPINGS' to True.",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_8layer_2026-02-21T08:27:20.373915,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,16,4,120,False,True,,8.863e+04,1.928e+08,1.75e+07,"(26329554792, 11049696000)",0.1459980010986328,0.5199403762817383,DRAM[P=540 Q=8 Z7=1 C7=1 R7=1 S7=1 Y6=540 X6=8 Z6=1 C6=1 R6=1 S6=1 Y5=540 X5=8 Z5=1 C5=1 R5=1 S5=1 Y4=540 X4=8 Z4=1 C4=1 R4=1 S4=1 Y3=540 X3=8 Z3=1 C3=1 R3=1 S3=1 Y2=540 X2=8 Z2=1 C2=1 R2=1 S2=1 Y1=540 X1=8 Z1=1 C1=1 R1=1 S1=1 Y0=540 X0=8 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=120 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=120 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=120 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=120 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=120 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=120 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=120 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=120 Z0=1 C0=1 R0=1 S0=1] SACols[Q=1 Z7=4] SARows[S7=3 C7=4 Z7=1] SACols_6[X6=1 Z6=4] SARows_6[S6=1 C6=12 Z6=1] SACols_5[X5=1 Z5=4] SARows_5[S5=3 C5=4 Z5=1] SACols_4[X4=1 Z4=4] SARows_4[S4=3 C4=4 Z4=1] SACols_3[X3=1 Z3=4] SARows_3[S3=3 C3=4 Z3=1] SACols_2[X2=1 Z2=4] SARows_2[S2=3 C2=4 Z2=1] SACols_1[X1=1 Z1=4] SARows_1[S1=1 C1=14 Z1=1] SACols_0[X0=1 Z0=4] SARows_0[S0=5 C0=3 Z0=1] InRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z7=1 C7=14 R7=3 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=3 R5=3 S5=1 Y4=1 X4=1 Z4=1 C4=3 R4=3 S4=1 Y3=1 X3=1 Z3=1 C3=3 R3=3 S3=1 Y2=1 X2=1 Z2=1 C2=3 R2=3 S2=1 Y1=1 X1=1 Z1=1 C1=4 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=5 S0=1] IntermediateRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=14 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=3 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=3 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=3 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=3 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=3 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=14 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z7=4 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
fsrcnn_8layer_2026-02-21T08:27:21.369968,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,16,16,120,False,True,,9.544e+04,5.521e+07,5.67e+06,"(28804396392, 11127456000)",0.026525851426413283,0.5099551677703857,DRAM[P=540 Q=8 Z7=1 C7=1 R7=1 S7=1 Y6=540 X6=8 Z6=1 C6=1 R6=1 S6=1 Y5=540 X5=8 Z5=1 C5=1 R5=1 S5=1 Y4=540 X4=8 Z4=1 C4=1 R4=1 S4=1 Y3=540 X3=8 Z3=1 C3=1 R3=1 S3=1 Y2=540 X2=8 Z2=1 C2=1 R2=1 S2=1 Y1=540 X1=8 Z1=1 C1=1 R1=1 S1=1 Y0=540 X0=8 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=120 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=120 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=120 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=120 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=120 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=120 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=120 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=120 Z0=1 C0=1 R0=1 S0=1] SACols[Q=1 Z7=16] SARows[S7=3 C7=4 Z7=1] SACols_6[X6=1 Z6=14] SARows_6[S6=1 C6=12 Z6=1] SACols_5[X5=1 Z5=12] SARows_5[S5=3 C5=4 Z5=1] SACols_4[X4=1 Z4=12] SARows_4[S4=3 C4=4 Z4=1] SACols_3[X3=1 Z3=12] SARows_3[S3=3 C3=4 Z3=1] SACols_2[X2=1 Z2=12] SARows_2[S2=3 C2=4 Z2=1] SACols_1[X1=1 Z1=12] SARows_1[S1=1 C1=14 Z1=1] SACols_0[X0=1 Z0=14] SARows_0[S0=5 C0=3 Z0=1] InRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z7=1 C7=14 R7=3 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=3 R5=3 S5=1 Y4=1 X4=1 Z4=1 C4=3 R4=3 S4=1 Y3=1 X3=1 Z3=1 C3=3 R3=3 S3=1 Y2=1 X2=1 Z2=1 C2=3 R2=3 S2=1 Y1=1 X1=1 Z1=1 C1=4 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=5 S0=1] IntermediateRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=4 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=4 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
fsrcnn_8layer_2026-02-21T08:27:22.415207,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,16,32,120,False,True,,9.742e+04,2.981e+07,3.13e+06,"(29435807592, 11236320000)",0.026525851426413283,0.23948240280151367,DRAM[P=540 Q=8 Z7=1 C7=1 R7=1 S7=1 Y6=540 X6=8 Z6=1 C6=1 R6=1 S6=1 Y5=540 X5=8 Z5=1 C5=1 R5=1 S5=1 Y4=540 X4=8 Z4=1 C4=1 R4=1 S4=1 Y3=540 X3=8 Z3=1 C3=1 R3=1 S3=1 Y2=540 X2=8 Z2=1 C2=1 R2=1 S2=1 Y1=540 X1=8 Z1=1 C1=1 R1=1 S1=1 Y0=540 X0=8 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=60 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=120 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=60 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=60 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=60 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=60 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=60 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=120 Z0=1 C0=1 R0=1 S0=1] SACols[Q=2 Z7=16] SARows[S7=3 C7=4 Z7=1] SACols_6[X6=1 Z6=28] SARows_6[S6=1 C6=12 Z6=1] SACols_5[X5=2 Z5=12] SARows_5[S5=3 C5=4 Z5=1] SACols_4[X4=2 Z4=12] SARows_4[S4=3 C4=4 Z4=1] SACols_3[X3=2 Z3=12] SARows_3[S3=3 C3=4 Z3=1] SACols_2[X2=2 Z2=12] SARows_2[S2=3 C2=4 Z2=1] SACols_1[X1=2 Z1=12] SARows_1[S1=1 C1=14 Z1=1] SACols_0[X0=1 Z0=28] SARows_0[S0=5 C0=3 Z0=1] InRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z7=1 C7=14 R7=3 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=3 R5=3 S5=1 Y4=1 X4=1 Z4=1 C4=3 R4=3 S4=1 Y3=1 X3=1 Z3=1 C3=3 R3=3 S3=1 Y2=1 X2=1 Z2=1 C2=3 R2=3 S2=1 Y1=1 X1=1 Z1=1 C1=4 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=5 S0=1] IntermediateRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=2 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=2 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
